item,group,pass,own_exit_excess,final_target_exit3_excess,raw_excess,fit01_excess
confirmation-048,dg007,3,0.9873417721518988,0.0,0.5,0.0
confirmation-049,dg008,3,0.0,0.0,0.0,0.0
confirmation-050,dg008,3,0.0,-0.007383966244725738,0.0,-0.007383966244725738
confirmation-051,dg009,3,0.0,0.0,0.0,0.0
confirmation-052,dg009,3,0.0,0.0,0.0,0.0
confirmation-053,dg006,3,0.16666666666666666,-0.0010548523206751054,0.0,0.0
confirmation-054,dg006,3,0.2320675105485232,0.0,0.0,0.0
confirmation-055,dg010,3,0.0,0.0,0.0,0.0
confirmation-056,dg010,3,0.41350210970464135,0.0,0.0,0.0
confirmation-057,dg010,3,1.0,0.0,1.0,0.0
confirmation-058,dg010,3,-0.013713080168776372,-0.007383966244725738,0.0,-0.006329113924050633
confirmation-059,dg006,3,0.0,0.0,0.0,0.0
confirmation-060,dg006,3,0.6540084388185654,0.0,0.0,0.0
confirmation-061,dg010,3,-0.024261603375527425,-0.005274261603375527,0.0,-0.004219409282700422
confirmation-062,dg010,3,-0.007383966244725738,-0.002109704641350211,0.0,0.0
confirmation-063,dg006,3,0.0,0.0,0.0,0.0
